"player_id","race","payer","purchases","total_spend","avg_purchase_amount"
"02-8192484",Northman,0,2,152.91,76.45499801635742
"83-0818049",Human,0,82,23791.002,290.1341457744924
"63-4041994",Demon,0,36,26133.066,725.9186074733734
"12-9084380",Angel,0,36,536836.7,14912.130009969076
"30-5980485",Human,0,68,19741.645,290.3182328939438
"90-3646868",Orc,0,25,33442.08,1337.6831842041015
"14-0880650",Demon,0,62,42305.586,682.3479046090956
"95-1591219",Demon,0,145,25400.344,175.1747578437986
"46-2475305",Angel,0,3,374.31,124.76999918619792
"06-6682270",Hobbit,0,57,20165.266,353.776490688324
"87-3066249",Human,0,115,385834.2,3355.080197325997
"82-3028550",Elf,0,15,7984.181,532.2786824544271
"94-5066941",Human,0,1,224.59,224.58999633789062
"14-4399770",Hobbit,0,616,111112.3,180.3772728400571
"25-3013716",Angel,0,39,15683.93,402.15205593598193
"60-1315275",Elf,0,53,7241.56,136.63320566573233
"37-5861877",Elf,0,16,10668.099,666.7562484741211
"59-8835892",Human,1,19,10681.49,562.1836676346628
"09-7698841",Hobbit,0,21,1043.0798,49.670476351465496
"04-9142144",Human,1,39,47288.94,1212.536909054487
"22-5384376",Northman,0,4,1248.95,312.2375030517578
"11-2267739",Human,0,35,7240.3193,206.8662849834987
"14-0089938",Human,0,25,10402.79,416.11159622192383
"37-7987287",Hobbit,0,35,57207.832,1634.5094478486903
"11-0254438",Human,1,29,41796.48,1441.2579327287344
"34-2223064",Hobbit,0,48,34104.918,710.5191634496053
"69-4137344",Angel,0,7,3250.4302,464.3471314566476
"36-7240917",Human,0,65,31981.168,492.01799627817593
"91-2613364",Orc,0,42,15858.418,377.5814273470924
"10-1014143",Hobbit,1,21,1438.28,68.48952435311817
"18-0658909",Angel,0,62,9329.459,150.47516225999402
"78-8325126",Demon,0,22,5000.8896,227.3131786693226
"85-8344321",Human,0,72,30142.709,418.6486107375887
"25-3411296",Hobbit,1,531,709101.94,1335.4095392745767
"25-7227181",Human,0,13,6071.46,467.0353804368239
"93-0899264",Hobbit,0,1,37431.93,37431.9296875
"15-7360387",Orc,0,34,11736.482,345.19058240862455
"10-0872827",Northman,0,71,38755.035,545.8453463433494
"31-0444973",Elf,0,16,12352.681,772.0424995422363
"70-7737347",Elf,0,80,32727.508,409.0937508940697
"31-3948558",Elf,0,11,2208.47,200.76999733664772
"72-4422811",Human,0,77,19582.104,254.31298818216695
"43-3404541",Orc,0,51,37154.94,728.528236837948
"06-6346824",Human,0,77,83274.71,1081.4897455240225
"50-1247926",Hobbit,0,1,29.62,29.6200008392334
"67-9714706",Human,0,6,935.79,155.9650001525879
"64-8033876",Orc,1,59,13242.683,224.45220481743246
"92-1034310",Hobbit,0,26,19538.96,751.4984532869779
"89-2112918",Northman,0,10,58075.63,5807.563059997558
"71-7519206",Orc,1,124,774747.06,6247.965214637018
"04-4427497",Human,0,36,16592.49,460.902489900589
"35-1343666",Elf,0,4,793.56,198.39000368118286
"18-9102461",Human,0,143,54327.94,379.9156617509735
"95-1964664",Angel,1,1765,301309.47,170.7134499804494
"60-9441198",Elf,0,18,3748.8696,208.27055263519287
"73-0031538",Orc,0,5,1459.86,291.9719970703125
"52-0694342",Hobbit,0,200,306231.53,1531.1573451149463
"82-8635450",Human,0,3,2949.6301,983.2099736531576
"23-3947032",Angel,0,71,42966.875,605.1670444246748
"60-2425747",Human,0,18,11038.681,613.259996202257
"38-8632155",Hobbit,1,7,376.18002,53.74000007765634
"40-9045003",Orc,0,37,26643.105,720.0837841549435
"36-9268604",Demon,0,3,490.36,163.4533367951711
"12-5053478",Northman,0,161,48185.375,299.28800962578435
"76-1945040",Elf,0,127,13238.914,104.24338510280519
"46-5105818",Human,0,53,5351.2407,100.96679221459155
"98-9395756",Demon,0,114,87874.875,770.8320994460792
"25-9296190",Human,0,126,108931.875,864.5386538431344
"39-5931448",Demon,1,21,4302.3604,204.87428578876313
"24-5065804",Northman,0,238,230429.62,968.1920593365902
"71-8442071",Elf,0,52,20270.12,389.80999720555087
"41-1922808",Human,0,9,2899.63,322.1811123953925
"36-4407548",Hobbit,0,7,1078.7899,154.11285400390625
"33-1931383",Demon,0,128,84927.54,663.4963281676173
"54-4752197",Hobbit,0,137,89558.67,653.7131362622672
"88-9003936",Angel,0,30,12889.242,429.6413328250249
"37-8235293",Human,1,2,381.81,190.90500354766846
"60-8740011",Orc,0,9,2987.0598,331.89554670121936
"16-6237869",Human,1,27,7109.8096,263.32629327420835
"67-0555627",Orc,0,69,14378.16,208.37912882929263
"94-0762011",Demon,0,19,8766.569,461.39842224121094
"45-6987805",Hobbit,0,62,15891.354,256.3120979224482
"42-4294707",Orc,0,23,3178.09,138.17782702944848
"49-5507239",Northman,0,66,5854.289,88.70136405482437
"63-1603693",Elf,0,60,55998.242,933.30381787618
"96-2561406",Hobbit,1,7,3076.16,439.45142936706543
"83-8484743",Orc,0,13,13112.391,1008.6453841282771
"84-0406315",Elf,0,16,4328.63,270.5393776893616
"96-7897373",Hobbit,0,42,41426.7,986.3497632344564
"04-9252730",Human,0,72,50371.438,699.6031936340862
"34-9438469",Angel,0,70,31129.97,444.7138582706451
"35-6057368",Hobbit,0,64,6168.024,96.37531268969178
"29-0283376",Northman,0,28,16544.72,590.8828489439828
"07-8170719",Hobbit,0,88,15629.928,177.61284308000043
"15-7663342",Human,1,22,11599.86,527.2663644443859
"98-6104411",Northman,0,57,29129.838,511.04982228446426
"48-1058003",Hobbit,0,133,13089.924,98.42045079048415
"22-6652914",Hobbit,0,18,5344.08,296.89333380593195
"02-3365591",Elf,0,95,40252.227,423.70747108961405
"96-0666699",Orc,0,10,651.30994,65.13099927902222
"56-9932577",Northman,0,107,77957.95,728.5790592153496
"29-1765350",Human,0,5,3664.5798,732.9159896850585
"85-2077269",Hobbit,0,27,26651.521,987.0933267098886
"74-6871846",Orc,0,52,18008.533,346.3178827579205
"35-8381427",Northman,0,51,70107.17,1374.6504054256513
"91-3771644",Demon,0,240,262653.4,1094.389786723256
"51-5201671",Human,0,24,7478.909,311.6212515036265
"67-2307223",Human,0,47,53430.133,1136.8112792157112
"11-7476993",Human,0,20,2418.03,120.90149936676025
"78-8438015",Orc,1,93,75322.38,809.9180676424376
"72-1058847",Human,0,34,8193.849,240.9955859184265
"66-7184575",Northman,0,57,33280.855,583.8745651286945
"13-9351478",Human,1,9,11229.59,1247.7322184244792
"37-0344272",Human,1,22,7725.958,351.17999956824565
"88-1178417",Human,0,24,21096.66,879.0274826685587
"32-3640986",Human,0,41,72254.54,1762.3058803837473
"20-0981822",Orc,0,8,662.54,82.81750011444092
"73-3151774",Hobbit,0,84,19184.635,228.38845264343988
"41-7233836",Hobbit,0,29,3028.2197,104.42137830832908
"52-3300389",Human,0,20,26688.943,1334.4469989776612
"27-2262050",Northman,0,30,14298.72,476.6239982763926
"49-3882954",Angel,0,53,19808.098,373.73773209103996
"00-8527252",Elf,0,1,673.77,673.77001953125
"31-8308661",Orc,1,1,1871.6,1871.5999755859375
"47-6543180",Orc,0,40,16815.633,420.39075064957143
"08-8649194",Elf,0,38,75034.84,1974.6008017690558
"23-9298188",Demon,0,51,30903.934,605.9594141642252
"55-5200920",Angel,0,53,23806.893,449.18660449335033
"96-4120197",Human,1,54,15284.658,283.0492589385421
"26-4911239",Human,1,48,8720.811,181.6835408502569
"30-5674324",Elf,0,71,82317.36,1159.3995677451012
"25-3868251",Hobbit,1,86,9348.379,108.70209249507549
"71-2096179",Hobbit,0,183,499535.53,2729.7030639974146
"64-1078808",Human,0,14,10735.49,766.8207037789481
"88-5267177",Orc,0,30,11955.642,398.521329943339
"76-8585740",Northman,0,88,18674.48,212.20999978076327
"81-6630519",Human,0,20,6030.2886,301.5145008087158
"58-7686562",Angel,0,36,6314.451,175.40138676431445
"51-4926252",Human,0,22,7980.461,362.74818645824087
"98-7278390",Orc,0,33,15786.523,478.37939817977673
"54-0573136",Human,0,237,278138.28,1173.579620369376
"47-4981661",Human,1,19,48189.883,2536.3094675164475
"98-2605792",Human,0,33,23288.053,705.6984762133974
"86-1059321",Orc,0,124,20785.363,167.62387142450578
"38-6961732",Hobbit,1,8597,747566.25,86.9561823933963
"66-9118014",Elf,0,11,1916.3501,174.21364153515208
"17-5836179",Human,0,90,6940.979,77.12199940019184
"16-9001396",Hobbit,0,1499,696204.6,464.44615553439985
"51-9469660",Human,1,30,11803.079,393.43599320476255
"97-0191361",Human,0,7,2335.75,333.67857129233226
"98-2578638",Hobbit,0,40,21830.314,545.7577502727509
"46-3173379",Northman,1,41,10061.209,245.395364458968
"85-3009594",Human,0,9,4093.78,454.8644527859158
"81-5474015",Human,1,163,142371.02,873.4418411020853
"11-5447645",Northman,0,69,301642.97,4371.637852323228
"19-4433571",Orc,0,6,838.49,139.74833488464355
"49-4650371",Northman,0,7,674.07996,96.29714104958943
"19-4003448",Hobbit,0,14,19629.297,1402.092859540667
"71-5983883",Orc,0,63,17432.805,276.7111087945837
"20-9449413",Human,0,15,3969.4902,264.63266542752586
"84-4760591",Angel,0,30,3852.68,128.42266515890756
"30-2294359",Human,0,15,2433.1401,162.20933274080355
"43-6565548",Human,1,197,98664.63,500.835684717439
"17-3963312",Orc,0,89,51667.098,580.5289875154666
"48-3164136",Northman,0,57,51788.953,908.5780698228301
"17-5628448",Human,0,4,3743.2002,935.7999877929688
"35-8667951",Elf,0,61,150083.61,2460.387306760569
"33-6173052",Demon,1,6,5801.94,966.9899965922037
"10-9330719",Angel,0,6736,272024.28,40.383669839126405
"68-0122611",Northman,0,30,44506.07,1483.5353461901348
"57-4740547",Northman,0,3,288.22,96.07333246866862
"12-1847652",Elf,0,36,52645.668,1462.3797195222642
"82-1334434",Angel,0,14,7535.8,538.271430850029
"10-1021704",Human,0,4,3200.4302,800.1074924468994
"82-8196104",Orc,1,138,62245.527,451.05441979912746
"44-2667352",Elf,0,15,1957.7499,130.51666668703157
"21-3595727",Orc,0,89,8591.731,96.53629157248508
"71-0565125",Human,0,23,4527.8604,196.8634799592521
"48-3072769",Orc,0,36,32023.242,889.5344347159067
"61-8407660",Hobbit,0,56,45201.11,807.1626824992044
"81-1860674",Human,1,8,2040.0399,255.00500011444092
"50-6122855",Human,0,26,6523.9106,250.91961300373077
"29-6658036",Human,0,2,1647.01,823.5050048828125
"33-5634368",Demon,0,23,8789.0,382.1304357777471
"70-3000130",Elf,0,32,21923.893,685.1215675845742
"19-5074664",Hobbit,0,6,142.98999,23.831666469573975
"25-3987301",Human,1,42,158713.89,3778.901935895284
"09-1456780",Hobbit,0,2,636.33997,318.1699867248535
"31-3815442",Elf,0,32,5307.6206,165.863124884665
"63-9477060",Human,0,49,31892.975,650.876933535751
"62-5283462",Orc,0,61,29603.982,485.31114915355306
"93-9553965",Hobbit,0,24,15016.97,625.7070802052816
"90-2661877",Demon,0,23,8948.868,389.0813089557316
"25-4089543",Hobbit,0,102,23021.895,225.7048041189418
"40-3943326",Orc,0,12,1983.3901,165.2824993530909
"55-8122150",Northman,1,11,2036.28,185.1163638721813
"88-0954738",Hobbit,0,16,3770.9,235.68124556541443
"46-9462779",Hobbit,0,38,57084.24,1502.2165755723652
"48-5271179",Hobbit,0,69,114092.6,1653.5157919621122
"46-9647733",Elf,1,26,13786.18,530.2376956939697
"29-1775481",Human,0,41,22515.34,549.1546348013529
"83-1564984",Northman,0,29,9055.591,312.26172683978905
"88-3791486",Elf,0,43,51221.863,1191.2060456830402
"60-1843582",Human,0,20,3906.71,195.33550033904612
"55-7610468",Elf,0,51,19700.342,386.2811743231381
"50-1280435",Northman,0,1,748.64,748.6400146484375
"25-5395426",Angel,0,56,82906.09,1480.4658767155238
"62-6328750",Human,1,3,748.64,249.54666137695312
"63-2904383",Northman,0,26,11716.1875,450.622690640963
"54-4756598",Human,0,23,6820.0996,296.52608515905297
"71-4672699",Angel,0,3,524.05,174.6833292643229
"72-1012071",Angel,0,33,32318.744,979.3557554880778
"52-4964693",Elf,0,23,9201.96,400.0852163148963
"25-1839893",Northman,1,3,262.02002,87.33999888102214
"23-7977140",Hobbit,0,9,3069.4102,341.0455500284831
"09-5959285",Angel,0,23,4171.13,181.35347652435303
"63-1460253",Elf,0,64,46500.99,726.577817261219
"29-8335280",Northman,0,1,7.49,7.489999771118164
"91-1051192",Human,1,2,861.09,430.5450134277344
"68-0897413",Angel,0,29,7647.331,263.7010314957849
"62-8192165",Human,0,19,5458.31,287.2794694398579
"26-9454616",Elf,0,5,4681.14,936.2280059814453
"22-6222200",Human,1,21,12107.248,576.5357158297584
"11-6014369",Human,0,49,52156.22,1064.4124619620186
"80-5867526",Hobbit,0,53,66927.266,1262.7785027342022
"89-8347596",Elf,0,51,12157.883,238.38980476996477
"04-4062784",Human,0,71,51805.86,729.6598549426442
"76-6675965",Human,0,5,449.16998,89.83399963378906
"12-1530127",Human,0,14,2818.63,201.33071218218123
"73-5560514",Demon,0,135,76965.375,570.1137751332036
"55-3650622",Northman,0,9,816.75995,90.75111073917813
"55-2109643",Human,1,23,8736.63,379.85348141711694
"43-5448695",Human,0,30,8974.46,299.14866739908854
"91-7858723",Hobbit,0,1,300.66,300.6600036621094
"79-4012548",Northman,0,63,4443.8594,70.53746080020117
"92-4605070",Human,0,3,5090.7397,1696.9132995605469
"63-1880462",Northman,0,31,6563.2495,211.71774022040827
"81-4377433",Hobbit,0,17,8416.949,495.11470390768613
"99-0993210",Human,0,26,11371.842,437.3784546118516
"21-7689973",Elf,0,44,44094.64,1002.150930548256
"97-1977511",Angel,0,69,106262.97,1540.0429096774778
"08-3709369",Human,0,1,1122.96,1122.9599609375
"08-0688711",Hobbit,0,88,205246.75,2332.3497723666105
"96-1996503",Orc,0,50,9322.5205,186.4503993654251
"16-7318009",Hobbit,0,23,16120.459,700.8895586262579
"69-5279883",Orc,0,14,1408.9199,100.63714238575527
"77-1767178",Northman,0,20,22650.021,1132.5009886741639
"66-5886622",Orc,0,10,15961.24,1596.1240030288695
"48-1029342",Human,1,81,27348.328,337.6335787832001
"23-1169690",Human,1,34,55578.965,1634.6752862369312
"82-1975312",Human,0,37,26879.887,726.4835141671671
"68-9158926",Hobbit,0,2,14972.78,7486.39013671875
"98-9870033",Human,0,32,11672.79,364.7746892571449
"69-1469657",Northman,0,48,30549.332,636.4443763097128
"06-0192116",Human,0,57,39127.062,686.439656399844
"47-9741201",Human,0,84,17148.28,204.146189507984
"61-3908493",Northman,1,25,15758.879,630.3551837158203
"26-5059614",Elf,0,195,312427.34,1602.1922946495888
"43-8920106",Hobbit,0,133,44460.81,334.2917295846724
"89-4143422",Human,1,42,8298.658,197.5871395837693
"51-1644951",Angel,0,30,2743.7803,91.45933368206025
"83-7446847",Hobbit,1,18,11057.382,614.2988921271431
"55-6854459",Orc,0,7,5165.6006,737.9428623744419
"35-2632612",Orc,0,47,49455.11,1052.2361643770907
"54-6485213",Orc,0,7,2227.21,318.1728504725865
"29-7685533",Demon,0,67,38728.87,578.0428337837333
"82-1869371",Hobbit,0,61,14419.972,236.39295136342284
"57-2609620",Angel,0,52,129149.516,2483.644426675943
"64-0322656",Hobbit,0,29,13896.321,479.18345783496727
"42-6074165",Hobbit,0,41,83605.64,2039.161946645597
"09-6095724",Human,1,68,6780.931,99.719559001572
"05-6723458",Hobbit,0,44,10346.901,235.15681818398562
"11-7716465",Angel,0,3,683.50995,227.83666483561197
"82-1608526",Elf,0,78,38745.785,496.74076982644885
"26-5953447",Northman,0,37,20849.617,563.503239373903
"08-2604227",Hobbit,1,96,55575.75,578.9139587084452
"53-6964823",Human,0,113,42911.3,379.7461053302462
"90-7793026",Elf,0,95,38973.24,410.2445236808375
"05-8532906",Human,1,14,8558.42,611.3157051631382
"26-4181987",Hobbit,0,18,10676.32,593.1288949251175
"94-9749616",Northman,0,113,177463.47,1570.4735192074318
"67-7295892",Human,0,1,23.96,23.959999084472656
"94-1518661",Human,1,136,185399.44,1363.2315512861207
"49-3910732",Demon,0,3,3563.52,1187.8400115966797
"78-5319775",Hobbit,0,47,29647.383,630.7953158439474
"22-9365433",Orc,0,33,18531.37,561.5566628485014
"48-5124265",Hobbit,0,41,27195.771,663.3114614254091
"22-6789375",Human,0,4,1152.9,288.2250033020973
"25-4878474",Orc,0,10,13608.909,1360.8909942626954
"23-8044002",Human,0,2,4536.75,2268.3750381469727
"24-0302901",Human,1,26,3037.2302,116.81653807713435
"28-5347254",Northman,0,20,621.52,31.07599936723709
"96-0674815",Angel,0,94,35964.574,382.60181106405054
"96-2544699",Northman,0,13,4858.66,373.74307603102466
"63-4124218",Elf,0,20,5647.4204,282.3710004448891
"43-4568830",Human,0,16,8736.619,546.0387473106384
"62-6785780",Elf,1,18,1459.3999,81.07777659098308
"97-8218646",Human,1,12,2976.8801,248.07333048184714
"09-0148932",Elf,0,9,2586.47,287.38555749257404
"03-6965741",Hobbit,0,11,3204.17,291.2881816517223
"84-0779526",Orc,0,24,10620.93,442.5387556552887
"27-2450341",Angel,0,1,1122.96,1122.9599609375
"81-1348398",Angel,0,71,13627.48,191.9363369740231
"31-1509007",Orc,0,1,524.05,524.0499877929688
"41-6964874",Human,1,4,11768.6,2942.1500205993652
"38-3817948",Orc,0,34,8258.949,242.9102920924916
"44-4625634",Human,0,5,4941.01,988.2019897460938
"11-4704450",Human,0,17,2066.2397,121.54352729460773
"09-9434612",Human,0,20,8729.121,436.45600204467775
"92-4066204",Human,0,22,4934.4,224.2909099242904
"52-6670344",Angel,0,11,8833.939,803.0854445370761
"02-0731356",Northman,0,11,11229.6,1020.8727195046165
"36-5615036",Human,1,7,1654.49,236.35571207318986
"33-7057019",Demon,0,68,19396.424,285.24146951691193
"48-1002837",Northman,0,71,69284.3,975.8349282036365
"42-3263172",Demon,0,16,7968.75,498.0468809604645
"41-1181287",Northman,0,9,430.82996,47.87000013722314
"09-9796586",Northman,0,30,3908.9304,130.29766642252605
"36-4676377",Elf,1,71,19866.139,279.80478693733755
"43-6889826",Hobbit,0,18,3871.1997,215.06666300031873
"52-2554063",Hobbit,0,3,182.89,60.963333447774254
"00-1722938",Human,1,331,411718.88,1243.864174571102
"96-4059980",Hobbit,0,120,42015.03,350.12524908979736
"49-9616370",Northman,1,2,1632.03,816.0149841308594
"70-8018884",Angel,0,85,94991.766,1117.5498795228846
"85-7260987",Demon,1,20,7963.0586,398.1529891937971
"92-9205663",Angel,0,35,29506.867,843.0534205845424
"40-1844029",Human,0,39,17174.49,440.3715356435531
"53-6278264",Hobbit,0,12,1839.3198,153.2766653696696
"95-5601454",Hobbit,0,30,25797.951,859.9316533406576
"85-8206329",Human,0,115,32834.035,285.5133925461251
"13-7167884",Hobbit,0,643,1339144.9,2082.6519612776547
"06-4808125",Hobbit,0,16,4469.3896,279.33687114715576
"04-3041766",Human,0,50,56693.406,1133.8683946037293
"53-8719609",Northman,0,24,8826.471,367.76958525180817
"12-0914825",Human,0,46,42241.92,918.3026026642841
"15-1434916",Northman,1,21,4139.97,197.14142894744873
"46-6156628",Human,0,130,127410.68,980.0821558686403
"96-9865075",Northman,0,16,23361.168,1460.0731090903282
"29-6386679",Demon,0,518,246460.62,475.7927394057103
"46-5957342",Northman,0,18,1208.22,67.12333305676778
"62-0320106",Human,1,17,9440.26,555.3094118903665
"33-5578955",Hobbit,0,87,32442.326,372.9003443224677
"84-9331512",Angel,1,9,10368.661,1152.0733337402344
"28-1172848",Orc,1,14,5178.34,369.88142349038804
"66-6633050",Hobbit,0,16,11244.549,702.7843723297119
"68-8017783",Elf,0,41,13341.15,325.3939041393559
"02-2375359",Orc,0,193,139222.84,721.3618658515455
"19-4857179",Orc,0,38,14629.289,384.98130968997356
"41-2985660",Demon,0,596,193701.47,325.0022810858568
"68-2157941",Elf,0,283,138494.02,489.3781271924268
"77-6397030",Hobbit,0,3,44.910004,14.97000010808309
"50-5560503",Human,0,95,16780.328,176.63505380028172
"85-4013125",Elf,0,11,3957.1797,359.7436314496127
"76-6404510",Human,0,26,12323.891,473.99576496619443
"49-2302007",Human,0,1,36.18,36.18000030517578
"61-1006639",Human,0,31,8397.99,270.90289811934196
"60-3527374",Human,0,35,52835.336,1509.580851323264
"17-4380094",Orc,0,21,3459.6003,164.74285571915763
"15-0713668",Hobbit,0,12,179.64,14.970000267028809
"03-6922523",Orc,0,23,21113.23,917.9665272754172
"39-4055214",Hobbit,1,23,16174.639,703.245217198911
"35-4335484",Hobbit,0,36,57900.742,1608.3535984357197
"16-6529859",Human,1,85,46700.76,549.4205889533548
"14-1733299",Demon,0,22,20991.842,954.174546328458
"13-2035443",Orc,0,3,898.37,299.4566650390625
"26-6363021",Elf,0,54,29593.666,548.0307415017376
"10-3798786",Human,0,56,36406.215,650.1108872549875
"10-3121144",Northman,0,14,2021.3499,144.38214002336775
"79-1505319",Human,0,67,43599.062,650.7322366130886
"95-0468870",Demon,0,18,14860.738,825.5966652764214
"03-9770134",Human,0,15,21178.992,1411.932672627767
"05-5463358",Human,0,6,696.24,116.03999694188435
"90-2577070",Elf,0,45,67149.99,1492.221760728624
"51-5996107",Northman,1,20,124527.37,6226.368537902832
"16-4226970",Orc,0,6,53.9,8.983333269755045
"13-8015848",Human,0,24,5360.2295,223.34291823705038
"02-7724901",Elf,0,55,128470.66,2335.830182717063
"00-7080839",Human,0,9873,764928.4,77.47697464475961
"81-5204653",Human,0,68,53069.164,780.4286697585793
"88-5985026",Human,0,98,34106.477,348.02520265384595
"55-5389306",Orc,0,32,8613.761,269.1799977719784
"10-8190439",Northman,0,19,4181.8594,220.09789026410957
"31-3823957",Northman,0,13,1649.24,126.86461419325609
"67-8877129",Northman,0,30,9923.231,330.77432502905526
"64-3188593",Orc,0,17,8707.13,512.1841187196619
"75-9036777",Northman,0,14,11556.67,825.4764344351632
"33-0053757",Northman,0,46,10795.36,234.68173914370328
"66-9182434",Human,1,15,3720.7102,248.04732971191407
"44-9142036",Human,0,1,0.75,0.75
"24-2882920",Human,0,57,10102.472,177.23631398928794
"90-3450760",Elf,0,14,6879.9897,491.4278569902693
"94-7180371",Hobbit,0,36,28947.596,804.099721537696
"38-3000329",Northman,0,22,3070.9604,139.5890913659876
"49-1806155",Elf,1,38,16204.21,426.42657626204584
"18-5629449",Hobbit,0,26,20683.438,795.5169230424441
"04-5106789",Northman,0,94,75882.16,807.2565857095922
"16-9478544",Angel,0,80,61859.887,773.2482475280761
"52-2677391",Northman,0,24,8916.261,371.51082674662274
"11-0675688",Orc,0,28,126869.92,4531.06933590344
"49-7906338",Angel,0,10,4815.9097,481.59100286960603
"57-4185289",Orc,0,34,6007.84,176.70117403479185
"56-3275855",Hobbit,0,1,167.11,167.11000061035156
"14-4235616",Orc,0,15,2384.41,158.96066449483234
"97-2287706",Northman,0,55,36111.34,656.5696312644264
"88-2110008",Human,1,22,6157.2603,279.87545733018356
"41-3584070",Elf,0,42,10197.621,242.8004738035656
"11-4704937",Demon,0,22,7654.71,347.941361470656
"73-0632165",Human,0,96,16671.385,173.6602076192697
"74-6594158",Orc,0,23,108044.27,4697.577365377675
"60-8553296",Orc,0,10,4080.1003,408.00999908447267
"87-5392457",Hobbit,0,2,411.75,205.87500381469727
"36-9210922",Northman,0,7,3392.4497,484.63570037909915
"05-8918358",Human,0,42,7497.5493,178.5130934034075
"29-5062468",Human,0,35,47581.297,1359.4654284340995
"78-5381000",Orc,0,26,76425.164,2939.42926964393
"42-5575996",Hobbit,1,95,9642.288,101.49778819731192
"84-3947939",Angel,0,57,11528.7,202.2578945410879
"98-4266991",Northman,0,15,4042.6304,269.5086629231771
"20-8094807",Hobbit,0,4,1019.95996,254.99000310897827
"87-6938845",Orc,1,88,13956.941,158.60158935731107
"43-8486052",Northman,0,36,9523.7,264.5472215546502
"93-6883961",Hobbit,0,14,2223.4502,158.81785549436296
"94-5023314",Human,0,32,5951.659,185.98937463760376
"58-3339858",Northman,1,32,36013.293,1125.4153016284108
"80-1393232",Human,0,61,27713.87,454.3255754064341
"84-6947935",Angel,1,49,19347.354,394.8438720119243
"33-3091127",Northman,0,27,8684.551,321.65000364515515
"15-3018886",Human,0,28,7972.999,284.7500010899135
"82-6119820",Hobbit,0,41,30848.89,752.411943435669
"41-2762475",Hobbit,0,48,6285.6494,130.9510402182738
"56-9277512",Northman,0,57,45795.465,803.4291268733509
"57-4502613",Human,0,35,11521.532,329.1865682275168
"31-3064602",Demon,0,10,1953.94,195.39400157928466
"40-4751753",Human,0,21,8145.95,387.9023795354934
"17-7798953",Elf,1,42,18582.703,442.4452357462474
"02-3704782",Orc,0,3,498.44,166.14666748046875
"53-5598658",Human,0,3,1609.5701,536.5233357747396
"98-1921835",Human,0,118,216798.56,1837.2765169881159
"83-2665879",Demon,0,16,1594.27,99.64187431335449
"65-4091754",Human,0,41,19282.012,470.2929245311676
"33-6104693",Human,0,440,248937.72,565.7677731280977
"06-4571052",Northman,0,50,11858.466,237.16920066833495
"69-7865696",Orc,0,9,9474.201,1052.6889067755806
"81-9727036",Angel,0,39,112847.69,2893.531009478447
"19-4071334",Human,0,58,18416.014,317.5174136531764
"41-1592899",Human,0,45,7578.441,168.40977782582243
"01-7897570",Hobbit,0,367,630638.8,1718.3632142303425
"19-7657686",Orc,0,7,7239.33,1034.1899924959455
"13-8463548",Angel,0,22,2902.7197,131.94181842153722
"51-1740866",Angel,0,19,12493.289,657.5415825592844
"79-6195757",Hobbit,1,31,8440.9,272.28709559286796
"92-7105166",Northman,0,32,31387.553,980.860942363739
"75-2260570",Human,1,16,4117.5,257.34374928474426
"33-4500711",Orc,1,47,13410.09,285.32106091113803
"00-0037846",Elf,0,91,21399.803,235.1626332985176
"91-6194390",Orc,0,106,90633.02,855.0284915600183
"35-5767346",Human,1,43,20074.39,466.84627652722736
"18-2401449",Northman,0,3,134.75,44.916666666666664
"25-6607924",Elf,0,53,6163.6094,116.29452619462643
"94-6269842",Human,0,220,517702.2,2353.1896847519006
"71-3851077",Orc,0,1,643.83,643.8300170898438
"06-9643118",Human,1,99,144628.06,1460.8896973735154
"83-4209774",Human,0,177,59735.973,337.4913564563471
"38-4593231",Northman,0,31,34946.242,1127.2980462351154
"21-7048622",Human,0,54,16200.481,300.0088901343169
"95-8137026",Angel,0,12,12529.161,1044.0966796875
"84-4951268",Demon,0,66,34011.09,515.319394494548
"70-9877808",Human,0,180,206106.56,1145.0361076106421
"06-2239986",Hobbit,0,7,708.80994,101.25856951304844
"70-5251619",Elf,0,28,14333.62,511.9150025503976
"73-4272800",Human,1,18,22264.531,1236.9183349609375
"57-7828240",Human,0,103,46897.758,455.31786431618104
"38-2994928",Northman,0,33,29814.58,903.4721181464918
"95-9023451",Angel,0,31,14922.38,481.36709579344716
"17-6455900",Human,0,17,3847.2598,226.30940689760095
"12-9402092",Angel,0,24,112036.77,4668.199045101802
"09-8573173",Human,0,12,4259.7505,354.9791677792867
"45-8939418",Northman,0,114,359493.25,3153.449994271262
"18-9510904",Hobbit,0,120,87862.586,732.1881663004557
"51-9958985",Human,1,123,175188.27,1424.2948826735583
"55-1492152",Orc,1,1,4.03,4.03000020980835
"97-1321188",Hobbit,0,117,27074.994,231.41008711676312
"67-2638838",Human,0,41,37954.844,925.7278060913086
"79-8320306",Human,0,18,4952.7905,275.15500218338434
"71-6042900",Human,0,42,39620.395,943.3426229897
"31-3705111",Human,0,61,15015.422,246.15442419833823
"57-9733801",Orc,0,68,49021.35,720.9022002220154
"89-8379088",Human,0,15,17918.002,1194.5333599294224
"14-0588409",Elf,0,114,141345.52,1239.8732396385942
"29-2532117",Elf,0,85,34323.695,403.80811803200663
"55-5035885",Northman,0,2,250.79001,125.3950023651123
"28-0586569",Demon,0,34,34912.75,1026.845581741894
"50-9393686",Northman,1,36,41768.664,1160.2405501471626
"71-7115733",Orc,1,23,3702.02,160.9573912413224
"20-4862283",Human,0,5,2313.29,462.6580020904541
